interaction_id,customer_id,interaction_date,interaction_type,channel,resolution_time_hours,satisfaction_score,repeat_contact_flag
INT017592,CUST014318,2023-02-01,Chat,Mobile App,10.7,4.6,False
INT017593,CUST010357,2024-02-13,Support Call,Email,19.5,4.1,False
INT017594,CUST019507,2023-12-21,Support Call,Phone,14.8,2.6,False
INT017595,CUST013621,2024-07-26,Branch Visit,Email,5.9,4.7,False
INT017596,CUST013924,2023-03-29,Chat,Mobile App,13.2,2.5,False
INT017597,CUST011262,2023-05-05,Complaint,Mobile App,8.8,3.3,False
INT017598,CUST011384,2023-04-07,Email Inquiry,Chat,11.5,4.5,False
INT017599,CUST007673,2024-05-19,Support Call,Email,2.9,3.1,False
INT017600,CUST003446,2023-10-24,Support Call,Mobile App,25.9,4.0,False
INT017601,CUST014015,2024-02-19,Support Call,Email,19.8,2.7,True
INT017602,CUST017527,2024-08-18,Chat,Chat,6.7,4.5,False
INT017603,CUST017421,2023-09-26,Support Call,Mobile App,11.0,5.0,False
INT017604,CUST011203,2023-04-15,Support Call,Branch,18.6,2.0,False
INT017605,CUST017159,2024-03-14,Chat,Branch,16.3,4.5,False
INT017606,CUST016673,2023-12-28,Complaint,Email,9.2,4.3,True
INT017607,CUST014598,2023-07-26,Chat,Mobile App,5.9,5.0,False
INT017608,CUST006093,2023-11-23,Complaint,Chat,15.0,3.0,False
INT017609,CUST011402,2023-01-02,Complaint,Chat,13.1,3.7,True
INT017610,CUST011971,2024-02-07,Chat,Email,8.8,3.4,False
INT017611,CUST013666,2024-04-19,Support Call,Phone,1.8,4.0,False
INT017612,CUST015399,2023-02-26,Chat,Email,8.9,3.0,False
INT017613,CUST016279,2023-06-06,Email Inquiry,Branch,6.9,3.6,False
INT017614,CUST011217,2024-12-03,Chat,Phone,3.7,1.1,False
INT017615,CUST009257,2023-11-24,Branch Visit,Branch,3.1,3.5,False
INT017616,CUST016747,2023-07-02,Chat,Mobile App,16.6,3.2,False
INT017617,CUST014290,2024-03-22,Support Call,Phone,6.7,4.2,False
INT017618,CUST017512,2023-12-01,Support Call,Phone,7.7,5.0,False
INT017619,CUST015713,2023-12-10,Branch Visit,Email,4.2,4.2,False
INT017620,CUST016406,2023-02-27,Branch Visit,Chat,8.5,4.0,False
INT017621,CUST011543,2023-09-23,Support Call,Chat,5.9,4.0,False
INT017622,CUST011657,2024-02-15,Chat,Chat,29.7,4.1,False
INT017623,CUST018623,2023-04-25,Branch Visit,Email,8.2,3.1,False
INT017624,CUST016929,2023-03-18,Branch Visit,Mobile App,8.4,4.6,False
INT017625,CUST002945,2023-03-30,Branch Visit,Phone,3.7,5.0,False
INT017626,CUST017510,2023-03-07,Branch Visit,Email,14.3,4.8,False
INT017627,CUST013625,2023-01-31,Support Call,Mobile App,3.6,3.8,False
INT017628,CUST002725,2023-12-02,Chat,Chat,5.7,1.6,False
INT017629,CUST015927,2024-03-12,Support Call,Mobile App,1.0,3.6,False
INT017630,CUST006628,2024-10-12,Branch Visit,Mobile App,25.1,2.1,True
INT017631,CUST011936,2024-12-26,Support Call,Branch,24.1,2.2,False
INT017632,CUST018581,2023-05-29,Complaint,Email,6.8,2.2,True
INT017633,CUST006427,2023-02-27,Complaint,Mobile App,2.6,5.0,False
INT017634,CUST014003,2024-01-14,Branch Visit,Email,5.5,4.7,False
INT017635,CUST014241,2023-02-17,Branch Visit,Email,21.6,4.3,False
INT017636,CUST008091,2023-12-27,Branch Visit,Branch,6.3,3.6,False
INT017637,CUST008639,2023-05-19,Complaint,Chat,14.7,5.0,True
INT017638,CUST013363,2024-07-17,Branch Visit,Branch,13.5,5.0,False
INT017639,CUST012108,2024-10-29,Email Inquiry,Branch,10.0,3.1,False
INT017640,CUST015368,2024-08-27,Branch Visit,Phone,13.2,3.7,False
INT017641,CUST009414,2024-11-03,Email Inquiry,Mobile App,3.8,4.0,False
INT017642,CUST005374,2024-09-07,Branch Visit,Mobile App,17.7,3.7,False
INT017643,CUST019611,2024-12-19,Branch Visit,Email,14.1,2.0,False
INT017644,CUST000761,2024-12-06,Complaint,Mobile App,1.8,5.0,False
INT017645,CUST006127,2024-05-01,Email Inquiry,Branch,24.7,5.0,False
INT017646,CUST010076,2024-09-15,Complaint,Phone,9.0,5.0,False
INT017647,CUST006012,2024-04-04,Support Call,Mobile App,9.9,4.6,False
INT017648,CUST009541,2024-08-30,Complaint,Mobile App,17.5,5.0,False
INT017649,CUST008138,2024-06-26,Email Inquiry,Email,5.9,3.0,False
INT017650,CUST004015,2024-08-20,Support Call,Branch,10.7,4.5,False
INT017651,CUST007851,2023-02-10,Support Call,Mobile App,18.2,3.8,False
INT017652,CUST008802,2024-11-18,Chat,Branch,4.1,2.3,False
INT017653,CUST007794,2023-06-17,Branch Visit,Phone,2.6,4.0,True
INT017654,CUST016024,2023-08-03,Support Call,Branch,2.6,2.8,True
INT017655,CUST014263,2023-09-24,Chat,Chat,7.9,4.7,False
INT017656,CUST008566,2024-05-07,Branch Visit,Phone,20.5,2.9,False
INT017657,CUST019219,2023-12-24,Branch Visit,Email,15.9,3.0,True
INT017658,CUST010687,2024-06-27,Complaint,Email,6.3,2.5,False
INT017659,CUST018878,2023-08-31,Chat,Email,19.4,3.8,False
INT017660,CUST015673,2023-05-30,Branch Visit,Email,5.1,2.9,False
INT017661,CUST014176,2023-04-19,Branch Visit,Branch,3.4,3.9,False
INT017662,CUST001635,2024-08-30,Chat,Mobile App,12.5,3.7,False
INT017663,CUST007951,2024-02-23,Support Call,Chat,13.2,3.8,False
INT017664,CUST007594,2024-08-06,Support Call,Email,1.2,3.0,False
INT017665,CUST007706,2024-10-25,Branch Visit,Chat,15.3,3.8,True
INT017666,CUST014090,2024-10-26,Chat,Chat,6.7,2.9,True
INT017667,CUST003751,2024-03-09,Branch Visit,Email,23.2,3.5,True
INT017668,CUST014594,2023-07-02,Chat,Phone,9.5,3.2,True
INT017669,CUST003925,2024-01-31,Complaint,Email,10.4,3.8,False
INT017670,CUST008764,2024-06-20,Chat,Chat,29.4,2.6,False
INT017671,CUST017357,2023-05-23,Branch Visit,Branch,21.2,4.9,False
INT017672,CUST007364,2023-08-13,Support Call,Chat,32.5,4.1,False
INT017673,CUST001328,2023-06-02,Support Call,Chat,9.0,2.5,False
INT017674,CUST002584,2023-03-12,Support Call,Mobile App,4.9,3.1,False
INT017675,CUST019564,2023-09-06,Support Call,Email,4.2,1.0,True
INT017676,CUST005237,2024-12-01,Support Call,Mobile App,11.5,4.5,False
INT017677,CUST010501,2024-12-01,Chat,Email,10.6,4.6,False
INT017678,CUST015237,2023-02-06,Branch Visit,Branch,23.8,3.1,False
INT017679,CUST010796,2024-04-15,Branch Visit,Mobile App,19.3,2.4,False
INT017680,CUST012350,2023-04-23,Support Call,Chat,2.7,4.0,False
INT017681,CUST001810,2024-04-18,Branch Visit,Mobile App,18.2,3.8,False
INT017682,CUST002607,2024-12-11,Complaint,Chat,20.5,2.9,False
INT017683,CUST004834,2023-08-14,Chat,Email,13.5,4.1,False
INT017684,CUST002817,2023-09-02,Support Call,Branch,10.0,3.3,False
INT017685,CUST017504,2023-11-23,Chat,Phone,9.2,4.3,False
INT017686,CUST008311,2024-08-09,Support Call,Chat,27.6,5.0,False
INT017687,CUST009145,2023-04-11,Email Inquiry,Branch,29.2,2.6,False
INT017688,CUST004442,2023-02-01,Chat,Mobile App,15.7,3.4,False
INT017689,CUST004962,2023-09-25,Branch Visit,Chat,7.4,3.1,True
INT017690,CUST004394,2024-05-22,Support Call,Chat,12.8,4.2,False
INT017691,CUST004342,2024-06-15,Branch Visit,Email,13.4,3.1,False
INT017692,CUST012486,2023-11-06,Branch Visit,Email,3.8,3.8,False
INT017693,CUST005709,2023-09-03,Complaint,Phone,4.2,2.7,False
INT017694,CUST019513,2023-07-13,Branch Visit,Chat,6.0,3.2,False
INT017695,CUST014338,2023-06-12,Email Inquiry,Branch,22.7,5.0,False
INT017696,CUST019638,2024-04-30,Support Call,Branch,28.3,4.2,False
INT017697,CUST017140,2023-02-02,Support Call,Phone,10.6,4.3,False
INT017698,CUST002320,2023-07-23,Support Call,Mobile App,11.7,2.5,False
INT017699,CUST016085,2024-09-16,Support Call,Chat,1.9,3.1,False
INT017700,CUST017614,2023-05-08,Email Inquiry,Phone,9.3,3.6,False
INT017701,CUST015261,2023-10-11,Branch Visit,Mobile App,6.3,4.8,False
INT017702,CUST011008,2024-09-07,Support Call,Chat,18.8,4.1,True
INT017703,CUST019883,2023-07-06,Branch Visit,Branch,8.9,3.3,False
INT017704,CUST014008,2024-08-10,Complaint,Phone,12.9,3.9,False
INT017705,CUST005604,2023-09-04,Support Call,Chat,22.5,3.2,False
INT017706,CUST013346,2024-10-22,Support Call,Phone,13.9,2.4,False
INT017707,CUST009047,2023-04-09,Support Call,Branch,3.4,3.3,True
INT017708,CUST012612,2023-06-14,Support Call,Branch,24.2,3.6,False
INT017709,CUST002367,2023-03-05,Complaint,Phone,8.2,4.1,False
INT017710,CUST015454,2024-07-08,Chat,Phone,7.3,5.0,False
INT017711,CUST003572,2024-11-01,Chat,Branch,10.9,3.2,False
INT017712,CUST013180,2024-12-11,Branch Visit,Mobile App,4.7,2.5,False
INT017713,CUST011294,2023-07-28,Chat,Branch,9.6,4.1,False
INT017714,CUST007211,2023-01-23,Branch Visit,Branch,18.6,3.8,True
INT017715,CUST017338,2024-11-10,Branch Visit,Phone,4.1,3.6,False
INT017716,CUST010594,2024-08-07,Complaint,Chat,30.1,5.0,False
INT017717,CUST013054,2024-10-29,Support Call,Branch,4.7,2.9,True
INT017718,CUST002018,2023-04-23,Chat,Mobile App,9.0,2.8,False
INT017719,CUST004509,2023-11-06,Support Call,Mobile App,13.3,3.4,False
INT017720,CUST017789,2023-05-28,Chat,Chat,9.7,4.1,False
INT017721,CUST018152,2023-08-18,Support Call,Branch,3.3,4.1,False
INT017722,CUST005217,2023-07-07,Support Call,Email,1.9,4.0,False
INT017723,CUST011114,2024-10-21,Support Call,Branch,8.2,2.1,False
INT017724,CUST002555,2023-01-29,Support Call,Branch,11.0,3.4,False
INT017725,CUST005236,2023-06-24,Email Inquiry,Chat,5.4,3.3,False
INT017726,CUST016817,2023-11-15,Email Inquiry,Chat,11.2,3.5,False
INT017727,CUST001173,2023-05-10,Complaint,Branch,4.3,2.5,False
INT017728,CUST000985,2024-11-17,Chat,Chat,23.0,3.8,False
INT017729,CUST006914,2024-11-08,Chat,Chat,4.7,5.0,False
INT017730,CUST018564,2024-02-04,Branch Visit,Mobile App,38.3,3.0,False
INT017731,CUST000453,2023-03-14,Support Call,Chat,30.9,4.5,False
INT017732,CUST000705,2024-09-19,Chat,Phone,16.6,3.8,False
INT017733,CUST000273,2023-06-09,Chat,Chat,0.8,3.4,False
INT017734,CUST015768,2023-03-30,Support Call,Mobile App,5.9,2.9,False
INT017735,CUST016389,2023-03-28,Chat,Mobile App,2.1,4.1,False
INT017736,CUST017896,2023-05-13,Support Call,Chat,12.8,2.5,False
INT017737,CUST004765,2023-04-29,Branch Visit,Phone,5.1,4.4,False
INT017738,CUST007209,2024-04-04,Branch Visit,Mobile App,7.3,3.6,False
INT017739,CUST016540,2024-11-10,Email Inquiry,Email,14.2,3.1,False
INT017740,CUST003094,2023-11-07,Complaint,Chat,25.1,4.1,False
INT017741,CUST016670,2024-04-25,Chat,Chat,3.6,4.6,False
INT017742,CUST019569,2023-01-02,Support Call,Chat,8.7,3.7,False
INT017743,CUST003739,2024-01-16,Support Call,Chat,8.1,3.7,False
INT017744,CUST001050,2024-12-09,Support Call,Mobile App,11.4,5.0,False
INT017745,CUST018747,2024-03-18,Support Call,Chat,8.8,2.6,False
INT017746,CUST017748,2024-03-29,Complaint,Phone,2.2,4.0,False
INT017747,CUST013229,2023-12-16,Complaint,Phone,27.7,3.5,False
INT017748,CUST017626,2023-10-22,Branch Visit,Email,21.0,3.9,False
INT017749,CUST000332,2023-11-25,Branch Visit,Phone,9.3,2.5,False
INT017750,CUST007641,2024-06-15,Complaint,Branch,11.1,2.9,False
INT017751,CUST019783,2024-03-11,Support Call,Mobile App,16.2,3.4,False
INT017752,CUST013186,2023-06-16,Complaint,Chat,2.9,2.9,False
INT017753,CUST005285,2023-04-10,Support Call,Mobile App,11.3,3.2,False
INT017754,CUST004911,2024-04-24,Chat,Chat,16.4,5.0,False
INT017755,CUST018859,2024-12-17,Chat,Phone,7.7,2.4,False
INT017756,CUST013991,2024-10-25,Branch Visit,Phone,5.0,3.5,False
INT017757,CUST015832,2024-05-18,Support Call,Email,10.4,4.4,True
INT017758,CUST016884,2024-06-07,Complaint,Mobile App,22.5,5.0,False
INT017759,CUST007652,2023-11-02,Support Call,Branch,10.5,3.2,False
INT017760,CUST000766,2024-02-09,Chat,Chat,7.2,3.7,False
INT017761,CUST005895,2023-06-12,Chat,Mobile App,25.6,2.4,False
INT017762,CUST000041,2024-05-18,Branch Visit,Mobile App,23.1,3.6,False
INT017763,CUST002465,2024-01-09,Branch Visit,Email,15.3,5.0,False
INT017764,CUST003342,2023-08-28,Chat,Mobile App,8.3,4.5,False
INT017765,CUST008682,2024-11-30,Support Call,Chat,2.2,3.8,False
INT017766,CUST002094,2024-12-15,Chat,Branch,1.2,4.2,False
INT017767,CUST001981,2024-07-22,Complaint,Mobile App,13.7,4.4,False
INT017768,CUST011798,2023-02-26,Chat,Mobile App,12.8,3.3,True
INT017769,CUST017971,2023-12-07,Support Call,Phone,2.3,3.2,False
INT017770,CUST011684,2023-12-22,Branch Visit,Chat,5.0,1.1,False
INT017771,CUST014829,2024-07-26,Support Call,Phone,21.9,3.5,True
INT017772,CUST015684,2024-04-06,Branch Visit,Chat,17.6,3.9,False
INT017773,CUST019498,2023-12-23,Chat,Branch,26.9,5.0,False
INT017774,CUST004543,2023-01-07,Email Inquiry,Email,1.1,2.3,False
INT017775,CUST016042,2024-05-14,Complaint,Chat,17.8,4.3,False
INT017776,CUST001059,2023-08-16,Support Call,Phone,10.1,4.2,False
INT017777,CUST005829,2023-07-31,Complaint,Branch,5.0,2.7,False
INT017778,CUST003741,2024-09-17,Branch Visit,Mobile App,5.9,4.0,True
INT017779,CUST003207,2024-05-10,Chat,Mobile App,17.2,4.0,False
INT017780,CUST014799,2023-02-19,Chat,Phone,6.4,2.8,False
INT017781,CUST000610,2023-10-21,Branch Visit,Email,14.2,3.2,False
INT017782,CUST004118,2024-08-09,Support Call,Mobile App,4.4,3.8,True
INT017783,CUST012096,2024-05-08,Support Call,Mobile App,1.7,3.5,False
INT017784,CUST011119,2023-12-16,Branch Visit,Mobile App,21.4,3.8,False
INT017785,CUST018870,2023-05-30,Chat,Branch,5.0,4.3,False
INT017786,CUST009831,2023-01-15,Chat,Email,16.4,5.0,False
INT017787,CUST016249,2024-06-07,Chat,Email,15.3,3.4,False
INT017788,CUST002175,2023-07-10,Branch Visit,Mobile App,4.4,4.4,False
INT017789,CUST017597,2023-03-18,Chat,Phone,6.4,3.2,False
INT017790,CUST013970,2024-12-21,Branch Visit,Chat,18.8,2.7,False
INT017791,CUST012947,2024-01-19,Support Call,Phone,23.4,1.6,True
INT017792,CUST011826,2024-11-28,Complaint,Branch,3.8,5.0,True
INT017793,CUST016151,2023-07-16,Email Inquiry,Chat,6.3,5.0,False
INT017794,CUST004084,2023-07-01,Chat,Chat,7.2,3.8,False
INT017795,CUST010196,2024-01-01,Support Call,Email,17.7,4.1,False
INT017796,CUST012844,2023-10-08,Support Call,Chat,19.2,5.0,True
INT017797,CUST018294,2023-02-08,Support Call,Chat,7.1,3.7,False
INT017798,CUST012644,2023-05-04,Support Call,Mobile App,8.8,3.5,False
INT017799,CUST008824,2024-08-29,Chat,Branch,6.4,4.4,False
INT017800,CUST009815,2024-08-08,Branch Visit,Branch,10.2,3.3,False
INT017801,CUST012184,2024-01-01,Complaint,Mobile App,6.5,4.5,False
INT017802,CUST016989,2024-09-27,Email Inquiry,Chat,13.6,3.7,True
INT017803,CUST014134,2024-09-18,Support Call,Branch,7.6,3.7,True
INT017804,CUST005054,2024-04-15,Email Inquiry,Phone,5.7,3.1,False
INT017805,CUST008872,2023-12-07,Complaint,Branch,16.5,3.5,False
INT017806,CUST000187,2024-04-06,Support Call,Phone,9.0,3.1,False
INT017807,CUST010747,2023-12-11,Branch Visit,Phone,11.9,3.5,False
INT017808,CUST019645,2024-09-04,Support Call,Chat,11.3,3.0,False
INT017809,CUST014104,2024-09-25,Support Call,Phone,1.8,3.3,False
INT017810,CUST006692,2024-08-06,Chat,Branch,7.2,5.0,True
INT017811,CUST013918,2023-01-09,Support Call,Phone,2.2,5.0,False
INT017812,CUST018100,2024-01-17,Support Call,Branch,8.9,4.3,False
INT017813,CUST002322,2023-01-20,Email Inquiry,Mobile App,8.1,3.7,False
INT017814,CUST014793,2024-02-11,Support Call,Branch,5.4,3.3,True
INT017815,CUST005472,2023-07-02,Support Call,Email,59.2,3.7,False
INT017816,CUST017234,2024-07-31,Support Call,Branch,5.1,5.0,True
INT017817,CUST007930,2023-06-27,Support Call,Mobile App,26.4,5.0,False
INT017818,CUST007682,2024-05-19,Support Call,Branch,25.7,1.0,True
INT017819,CUST016721,2024-06-09,Chat,Branch,18.3,2.1,False
INT017820,CUST018007,2024-04-18,Complaint,Email,19.3,4.0,False
INT017821,CUST008605,2023-07-29,Chat,Chat,15.2,3.4,False
INT017822,CUST004746,2024-10-03,Complaint,Branch,6.5,5.0,False
INT017823,CUST011131,2024-03-14,Branch Visit,Mobile App,14.3,2.4,False
INT017824,CUST012178,2024-01-18,Branch Visit,Branch,6.8,3.6,False
INT017825,CUST007210,2023-05-26,Branch Visit,Mobile App,17.0,3.5,True
INT017826,CUST002768,2024-03-26,Chat,Branch,6.8,3.1,False
INT017827,CUST003058,2023-01-05,Support Call,Chat,17.0,2.7,True
INT017828,CUST014539,2023-11-14,Support Call,Email,10.6,4.2,False
INT017829,CUST007957,2023-06-01,Support Call,Email,1.2,3.5,False
INT017830,CUST003644,2024-02-07,Support Call,Branch,9.1,4.1,False
INT017831,CUST014031,2024-02-23,Complaint,Branch,13.3,5.0,False
INT017832,CUST006956,2023-08-03,Chat,Mobile App,12.9,3.9,False
INT017833,CUST008936,2024-09-28,Support Call,Phone,8.2,5.0,False
INT017834,CUST013019,2023-03-04,Chat,Phone,17.5,4.0,False
INT017835,CUST010286,2023-09-03,Complaint,Phone,13.0,3.1,False
INT017836,CUST005787,2023-05-31,Chat,Email,10.5,4.5,False
INT017837,CUST002123,2024-04-26,Email Inquiry,Branch,6.6,3.3,False
INT017838,CUST001081,2024-12-16,Support Call,Phone,9.0,4.4,True
INT017839,CUST006814,2024-07-15,Complaint,Chat,11.4,4.4,False
INT017840,CUST016474,2023-07-17,Email Inquiry,Phone,13.6,3.6,False
INT017841,CUST016912,2024-06-15,Chat,Branch,11.9,2.8,False
INT017842,CUST011279,2023-03-19,Support Call,Mobile App,12.4,4.9,False
INT017843,CUST001133,2023-10-19,Support Call,Phone,4.5,3.1,False
INT017844,CUST019542,2023-06-24,Complaint,Branch,29.2,3.5,False
INT017845,CUST014405,2024-05-12,Support Call,Branch,11.6,2.8,False
INT017846,CUST016779,2024-04-29,Support Call,Email,8.3,3.2,False
INT017847,CUST012830,2023-01-26,Email Inquiry,Email,12.3,4.3,False
INT017848,CUST014686,2024-04-29,Support Call,Branch,11.5,4.0,False
INT017849,CUST001812,2023-03-04,Support Call,Email,17.9,4.2,False
INT017850,CUST014448,2023-10-16,Chat,Email,25.4,3.3,False
INT017851,CUST003155,2024-04-02,Support Call,Chat,4.9,4.8,True
INT017852,CUST004517,2023-02-28,Email Inquiry,Phone,8.8,4.1,False
INT017853,CUST004114,2024-11-30,Email Inquiry,Chat,2.7,2.3,False
INT017854,CUST004883,2023-10-03,Branch Visit,Chat,18.4,4.6,False
INT017855,CUST000003,2023-12-15,Complaint,Phone,21.9,3.6,True
INT017856,CUST010292,2024-02-09,Chat,Chat,22.9,4.3,True
INT017857,CUST001402,2024-07-07,Support Call,Chat,8.3,3.4,False
INT017858,CUST005749,2023-11-06,Support Call,Email,15.7,3.4,False
INT017859,CUST014310,2024-04-05,Branch Visit,Branch,37.2,3.5,False
INT017860,CUST001684,2023-09-21,Branch Visit,Mobile App,16.3,5.0,False
INT017861,CUST004648,2023-10-12,Branch Visit,Phone,9.7,4.1,False
INT017862,CUST008876,2024-05-24,Support Call,Branch,20.9,3.0,False
INT017863,CUST013761,2023-08-18,Complaint,Mobile App,6.6,3.8,True
INT017864,CUST019955,2023-07-14,Email Inquiry,Email,11.7,3.4,False
INT017865,CUST008316,2024-03-29,Chat,Branch,4.7,4.3,False
INT017866,CUST011819,2024-04-29,Branch Visit,Phone,4.2,2.8,True
INT017867,CUST006634,2024-08-17,Chat,Mobile App,20.0,2.6,False
INT017868,CUST000989,2024-10-20,Support Call,Branch,3.8,5.0,False
INT017869,CUST012641,2024-11-10,Chat,Email,20.4,4.5,False
INT017870,CUST003762,2023-07-05,Support Call,Branch,24.1,4.4,False
INT017871,CUST007233,2023-02-28,Support Call,Email,16.7,3.3,False
INT017872,CUST013210,2024-07-08,Branch Visit,Mobile App,5.8,3.0,True
INT017873,CUST009974,2024-07-27,Branch Visit,Mobile App,5.7,2.1,False
INT017874,CUST003362,2024-10-24,Complaint,Phone,6.9,3.9,False
INT017875,CUST005093,2024-02-23,Support Call,Chat,3.5,4.3,False
INT017876,CUST013452,2023-05-28,Chat,Chat,3.9,1.5,False
INT017877,CUST008480,2024-01-09,Complaint,Mobile App,15.8,3.5,False
INT017878,CUST001888,2023-07-15,Branch Visit,Phone,8.3,3.1,True
INT017879,CUST015334,2023-05-17,Support Call,Phone,24.9,3.4,False
INT017880,CUST012272,2023-07-28,Branch Visit,Phone,23.2,3.7,False
INT017881,CUST018136,2023-01-28,Email Inquiry,Phone,17.5,3.1,False
INT017882,CUST016448,2023-05-04,Chat,Email,8.2,4.6,False
INT017883,CUST012659,2023-06-01,Support Call,Mobile App,6.2,3.8,False
INT017884,CUST017288,2023-10-27,Support Call,Chat,6.3,3.9,False
INT017885,CUST004117,2024-05-27,Support Call,Branch,18.7,3.5,True
INT017886,CUST018021,2024-04-27,Complaint,Mobile App,2.6,2.4,False
INT017887,CUST001759,2023-01-16,Branch Visit,Mobile App,15.1,3.1,False
INT017888,CUST014912,2024-02-08,Branch Visit,Chat,6.6,4.1,False
INT017889,CUST011127,2024-06-04,Support Call,Email,11.4,3.4,True
INT017890,CUST014519,2023-08-28,Chat,Mobile App,5.8,4.0,False
INT017891,CUST000043,2023-03-16,Chat,Phone,5.6,4.9,False
INT017892,CUST019976,2024-03-19,Email Inquiry,Mobile App,11.4,3.8,True
INT017893,CUST004288,2023-08-23,Support Call,Email,10.6,4.2,False
INT017894,CUST019370,2024-07-21,Support Call,Email,3.5,2.2,False
INT017895,CUST007896,2024-07-21,Chat,Phone,15.1,3.6,False
INT017896,CUST008250,2023-11-12,Branch Visit,Branch,3.1,1.1,True
INT017897,CUST018379,2024-07-17,Branch Visit,Phone,3.9,3.7,False
INT017898,CUST000042,2023-05-15,Complaint,Chat,5.5,2.0,False
INT017899,CUST012954,2024-06-20,Branch Visit,Email,10.3,2.3,False
INT017900,CUST005396,2024-02-13,Support Call,Mobile App,2.1,2.9,False
INT017901,CUST008106,2023-04-19,Branch Visit,Email,6.5,3.9,False
INT017902,CUST001157,2024-03-25,Complaint,Chat,23.0,4.2,False
INT017903,CUST013965,2023-01-22,Support Call,Phone,16.5,3.6,False
INT017904,CUST017337,2023-03-03,Chat,Email,3.6,4.1,False
INT017905,CUST012820,2023-07-09,Support Call,Mobile App,24.5,2.6,False
INT017906,CUST011382,2023-09-16,Support Call,Email,20.3,3.8,True
INT017907,CUST000435,2024-07-25,Branch Visit,Chat,16.9,4.2,False
INT017908,CUST013101,2024-12-24,Support Call,Chat,20.8,1.0,True
INT017909,CUST015737,2024-11-16,Support Call,Chat,20.0,2.1,False
INT017910,CUST001762,2023-09-07,Branch Visit,Chat,8.9,2.7,False
INT017911,CUST008100,2024-07-03,Branch Visit,Chat,4.9,3.2,False
INT017912,CUST017182,2023-12-07,Branch Visit,Chat,16.2,3.9,False
INT017913,CUST012612,2024-09-18,Support Call,Chat,2.6,5.0,False
INT017914,CUST001006,2023-01-06,Branch Visit,Phone,11.8,4.7,False
INT017915,CUST009439,2024-05-12,Branch Visit,Mobile App,11.6,2.6,False
INT017916,CUST011283,2023-06-10,Branch Visit,Branch,6.5,3.4,False
INT017917,CUST017050,2023-08-24,Chat,Chat,10.0,4.8,False
INT017918,CUST019381,2024-08-26,Support Call,Chat,8.4,3.9,False
INT017919,CUST011488,2024-01-25,Branch Visit,Branch,12.8,3.5,True
INT017920,CUST000733,2023-09-10,Chat,Email,7.9,4.3,False
INT017921,CUST000051,2023-05-14,Chat,Phone,6.4,4.2,False
INT017922,CUST013302,2023-05-19,Branch Visit,Branch,13.9,3.3,False
