fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD01347,CUST001452,2023-09-20,ATM Fraud,Card Network,611.13,31.04,True,False,Region-12
FRD01348,CUST013254,2024-03-19,Card Fraud,ATM,495.8,7.89,True,False,Region-04
FRD01349,CUST017567,2024-06-14,Card Fraud,Mobile App,383.8,30.51,True,False,Region-03
FRD01350,CUST001899,2023-10-30,Identity-related Anomaly,Mobile App,551.79,92.68,True,False,Region-09
FRD01351,CUST002705,2023-04-07,Suspicious Transfer,Card Network,578.53,136.94,True,False,Region-02
FRD01352,CUST011475,2024-06-10,Identity-related Anomaly,Mobile App,849.26,39.33,True,False,Region-08
FRD01353,CUST008928,2023-03-21,Account Takeover,Mobile App,2954.56,26.32,True,False,Region-10
FRD01354,CUST009026,2024-11-21,Identity-related Anomaly,ATM,104.47,1.22,True,False,Region-05
FRD01355,CUST017763,2023-07-07,Account Takeover,Mobile App,1326.09,133.61,True,False,Region-03
FRD01356,CUST016545,2024-08-12,ATM Fraud,ATM,344.37,137.3,True,False,Region-04
FRD01357,CUST005860,2024-10-22,Card Fraud,ATM,506.42,263.03,True,False,Region-10
FRD01358,CUST014985,2024-03-29,Suspicious Transfer,Card Network,265.92,92.01,True,False,Region-10
FRD01359,CUST005861,2023-03-17,ATM Fraud,Branch,618.67,240.96,True,False,Region-12
FRD01360,CUST019049,2024-11-08,Card Fraud,Mobile App,861.24,37.19,True,False,Region-06
FRD01361,CUST005300,2023-01-02,ATM Fraud,ATM,439.85,949.91,False,False,Region-05
FRD01362,CUST004032,2024-08-02,Suspicious Transfer,Mobile App,993.54,83.08,True,False,Region-10
FRD01363,CUST009988,2023-04-03,Card Fraud,Branch,612.24,14.34,True,False,Region-04
FRD01364,CUST008936,2024-06-28,Unusual Transaction Pattern,Mobile App,456.21,26.16,True,False,Region-12
FRD01365,CUST007092,2024-06-04,Card Fraud,Branch,233.19,1906.84,False,True,Region-08
FRD01366,CUST012371,2023-03-04,Card Fraud,Card Network,482.05,65.89,True,False,Region-07
FRD01367,CUST001537,2024-03-21,Card Fraud,ATM,1561.86,81.09,True,False,Region-04
FRD01368,CUST007303,2023-12-16,Suspicious Transfer,Branch,614.89,22.03,True,False,Region-06
FRD01369,CUST015085,2024-04-03,Card Fraud,Online Banking,552.71,289.34,False,False,Region-01
FRD01370,CUST002506,2023-04-13,Suspicious Transfer,ATM,234.84,6.49,True,False,Region-10
FRD01371,CUST016316,2024-06-26,Suspicious Transfer,Branch,1290.48,6.91,True,False,Region-07
FRD01372,CUST008485,2024-03-22,ATM Fraud,ATM,892.9,152.72,True,False,Region-09
FRD01373,CUST019097,2023-08-20,Account Takeover,ATM,706.22,8.54,True,False,Region-06
FRD01374,CUST004692,2023-03-28,Unusual Transaction Pattern,Branch,170.28,20.15,True,False,Region-05
FRD01375,CUST015629,2023-03-15,Card Fraud,Online Banking,130.46,72.85,True,False,Region-04
FRD01376,CUST018648,2023-03-02,Suspicious Transfer,Branch,914.72,89.76,True,False,Region-06
FRD01377,CUST015545,2023-05-16,Card Fraud,Branch,1229.02,33.46,True,False,Region-12
FRD01378,CUST008618,2023-10-20,Card Fraud,Branch,30.64,297.93,False,False,Region-08
FRD01379,CUST007603,2023-03-23,Card Fraud,Mobile App,349.51,5.88,True,False,Region-04
FRD01380,CUST001276,2024-04-01,Card Fraud,Branch,684.48,52.79,True,False,Region-06
FRD01381,CUST004049,2024-01-22,Unusual Transaction Pattern,ATM,1486.71,56.84,True,False,Region-03
FRD01382,CUST003528,2024-12-23,ATM Fraud,Card Network,375.65,47.43,True,False,Region-05
FRD01383,CUST013111,2024-04-29,Suspicious Transfer,Card Network,607.11,96.61,True,False,Region-09
FRD01384,CUST011346,2024-12-08,Account Takeover,Branch,816.25,39.45,True,False,Region-12
FRD01385,CUST001704,2023-07-09,Account Takeover,ATM,1005.87,73.3,True,False,Region-01
FRD01386,CUST008452,2024-05-06,Card Fraud,Card Network,193.3,114.27,True,False,Region-03
FRD01387,CUST003334,2024-01-21,Account Takeover,Mobile App,548.79,799.27,False,True,Region-05
FRD01388,CUST000298,2024-04-30,Card Fraud,Online Banking,349.53,21.72,True,False,Region-10
FRD01389,CUST018553,2024-01-17,Identity-related Anomaly,Branch,1304.32,71.36,True,False,Region-07
FRD01390,CUST003577,2023-03-02,Card Fraud,ATM,580.85,1533.48,False,True,Region-12
FRD01391,CUST010857,2024-06-24,Suspicious Transfer,ATM,298.19,19.02,True,False,Region-01
FRD01392,CUST014502,2023-08-21,Suspicious Transfer,ATM,909.37,105.62,True,False,Region-08
FRD01393,CUST012233,2024-10-25,Account Takeover,Card Network,929.92,8.99,True,False,Region-09
FRD01394,CUST013135,2023-07-26,Card Fraud,ATM,529.13,73.73,True,False,Region-12
FRD01395,CUST009650,2024-10-21,Card Fraud,Mobile App,367.36,2.36,True,False,Region-11
FRD01396,CUST016197,2023-01-14,Suspicious Transfer,ATM,291.99,111.83,False,True,Region-01
FRD01397,CUST002580,2023-02-04,Identity-related Anomaly,Mobile App,234.38,1683.63,False,True,Region-10
FRD01398,CUST012082,2023-08-08,Card Fraud,Mobile App,1443.3,25.02,True,False,Region-07
FRD01399,CUST008282,2023-01-20,Account Takeover,ATM,246.87,57.6,True,False,Region-01
FRD01400,CUST007987,2024-04-02,Unusual Transaction Pattern,Mobile App,128.11,564.05,False,False,Region-07
FRD01401,CUST018213,2024-09-08,Card Fraud,Card Network,797.18,3.55,True,False,Region-04
FRD01402,CUST018663,2023-08-18,Account Takeover,Mobile App,558.32,1278.32,False,True,Region-05
FRD01403,CUST005400,2024-04-02,Unusual Transaction Pattern,Card Network,42.32,52.62,True,False,Region-04
FRD01404,CUST019771,2024-09-10,Card Fraud,Online Banking,1428.39,82.43,True,False,Region-08
FRD01405,CUST008774,2023-08-28,Card Fraud,Online Banking,275.6,41.3,True,False,Region-11
FRD01406,CUST014794,2023-01-24,Unusual Transaction Pattern,Online Banking,88.15,111.85,True,False,Region-08
FRD01407,CUST005941,2024-07-28,Card Fraud,Branch,1065.08,433.19,False,True,Region-01
FRD01408,CUST009159,2024-09-01,Card Fraud,Mobile App,957.42,411.99,False,True,Region-10
FRD01409,CUST009884,2024-12-01,Card Fraud,ATM,117.16,148.59,True,False,Region-07
FRD01410,CUST004322,2024-08-20,Identity-related Anomaly,Branch,41.79,14.84,True,False,Region-05
FRD01411,CUST014725,2023-11-10,Card Fraud,Mobile App,236.3,74.52,True,False,Region-12
FRD01412,CUST003022,2024-01-24,Card Fraud,Mobile App,255.52,32.99,True,False,Region-05
FRD01413,CUST001046,2023-01-01,Account Takeover,Mobile App,259.93,58.25,True,False,Region-07
FRD01414,CUST008307,2023-02-25,Suspicious Transfer,Card Network,823.38,52.93,True,False,Region-11
FRD01415,CUST007105,2023-08-27,Suspicious Transfer,Card Network,433.8,1058.6,False,False,Region-09
FRD01416,CUST007725,2023-04-17,Suspicious Transfer,ATM,901.85,158.27,True,False,Region-01
FRD01417,CUST019757,2023-04-10,Unusual Transaction Pattern,Mobile App,950.47,5.72,True,False,Region-11
FRD01418,CUST005503,2023-10-17,Account Takeover,Branch,1110.18,33.82,True,False,Region-11
FRD01419,CUST017588,2024-01-26,Unusual Transaction Pattern,Online Banking,594.54,32.32,True,False,Region-08
FRD01420,CUST015008,2024-08-17,Card Fraud,ATM,277.18,29.93,True,False,Region-01
FRD01421,CUST013356,2023-04-23,Card Fraud,Mobile App,564.61,54.15,True,False,Region-11
FRD01422,CUST019768,2023-03-31,Suspicious Transfer,Online Banking,1337.43,0.68,True,False,Region-01
FRD01423,CUST006463,2024-12-03,Card Fraud,ATM,637.49,91.47,True,False,Region-02
FRD01424,CUST003144,2024-11-16,Card Fraud,Card Network,968.56,9.08,True,False,Region-12
FRD01425,CUST009325,2024-07-10,Identity-related Anomaly,Online Banking,1065.91,35.62,True,False,Region-07
FRD01426,CUST004285,2023-05-16,Identity-related Anomaly,Mobile App,251.47,129.3,True,False,Region-07
FRD01427,CUST011969,2023-12-06,Card Fraud,Branch,1401.72,134.41,False,False,Region-04
FRD01428,CUST009717,2023-05-18,Suspicious Transfer,Card Network,727.6,609.9,False,False,Region-05
FRD01429,CUST012507,2023-10-31,ATM Fraud,Branch,491.5,20.91,True,False,Region-01
FRD01430,CUST007307,2024-12-11,Suspicious Transfer,Card Network,581.7,505.76,False,False,Region-07
FRD01431,CUST011661,2023-12-04,Card Fraud,Mobile App,725.46,53.91,True,False,Region-02
FRD01432,CUST015717,2024-05-04,Account Takeover,Mobile App,191.44,86.56,False,False,Region-03
FRD01433,CUST007829,2024-08-17,Suspicious Transfer,Card Network,172.79,8.98,True,False,Region-08
FRD01434,CUST013647,2024-04-27,Suspicious Transfer,Branch,822.42,176.31,True,False,Region-07
FRD01435,CUST016202,2023-12-29,Unusual Transaction Pattern,Mobile App,740.09,41.42,True,False,Region-12
FRD01436,CUST014255,2023-08-11,Card Fraud,Online Banking,540.78,7.01,True,False,Region-11
FRD01437,CUST002490,2024-03-11,Card Fraud,ATM,391.44,40.36,True,False,Region-06
FRD01438,CUST009287,2023-03-13,Card Fraud,Branch,241.17,34.37,True,False,Region-07
FRD01439,CUST010103,2024-07-29,ATM Fraud,ATM,679.89,85.25,True,False,Region-04
FRD01440,CUST007210,2023-10-08,Card Fraud,Mobile App,614.1,528.81,False,True,Region-11
FRD01441,CUST013802,2024-05-03,Card Fraud,Mobile App,819.48,7.55,True,False,Region-12
FRD01442,CUST009990,2024-07-01,Account Takeover,Card Network,1239.17,64.84,True,False,Region-11
FRD01443,CUST013946,2023-02-15,ATM Fraud,Mobile App,535.69,89.45,True,False,Region-09
FRD01444,CUST002149,2023-09-28,Card Fraud,Branch,272.22,3.0,True,False,Region-12
FRD01445,CUST017946,2023-03-15,Suspicious Transfer,ATM,641.98,403.62,False,False,Region-02
FRD01446,CUST004650,2023-08-13,Card Fraud,Card Network,730.91,45.69,True,False,Region-10
FRD01447,CUST007925,2024-08-22,ATM Fraud,Online Banking,1103.57,735.01,False,True,Region-01
FRD01448,CUST018493,2023-02-24,Suspicious Transfer,ATM,1358.2,137.14,True,False,Region-06
FRD01449,CUST009577,2023-01-03,Suspicious Transfer,Online Banking,584.68,3.41,True,False,Region-08
FRD01450,CUST006025,2023-10-23,Account Takeover,Online Banking,729.7,12.29,True,False,Region-07
FRD01451,CUST000160,2023-08-23,Card Fraud,Mobile App,568.23,117.55,True,False,Region-10
FRD01452,CUST019201,2023-10-15,Account Takeover,ATM,582.67,33.63,True,False,Region-02
FRD01453,CUST007269,2024-12-11,Card Fraud,Card Network,321.59,24.41,True,False,Region-06
FRD01454,CUST000001,2023-03-10,Suspicious Transfer,ATM,1404.59,6.24,True,False,Region-10
FRD01455,CUST017492,2023-07-11,Card Fraud,ATM,1059.58,13.76,True,False,Region-11
FRD01456,CUST007148,2024-09-19,Suspicious Transfer,Online Banking,988.08,13.99,True,False,Region-04
FRD01457,CUST019738,2024-10-14,Card Fraud,Online Banking,846.49,45.31,True,False,Region-08
FRD01458,CUST007809,2023-05-17,Card Fraud,Online Banking,1041.21,82.57,True,False,Region-02
FRD01459,CUST015787,2023-12-23,ATM Fraud,Card Network,203.03,49.98,True,False,Region-04
FRD01460,CUST018146,2024-05-31,Suspicious Transfer,Online Banking,716.76,3.74,True,False,Region-10
FRD01461,CUST002833,2024-04-07,Card Fraud,Card Network,1254.19,123.93,True,False,Region-03
FRD01462,CUST011130,2024-02-19,Account Takeover,Online Banking,764.42,59.88,True,False,Region-02
FRD01463,CUST009162,2023-10-25,ATM Fraud,ATM,632.19,21.62,True,False,Region-09
FRD01464,CUST014474,2023-01-28,Identity-related Anomaly,Branch,576.31,203.21,True,False,Region-05
FRD01465,CUST017778,2024-11-09,Card Fraud,Card Network,1039.9,4.39,True,False,Region-05
FRD01466,CUST017123,2023-12-11,ATM Fraud,Card Network,834.91,199.12,True,False,Region-01
FRD01467,CUST019472,2024-04-01,Card Fraud,ATM,315.88,9.09,True,False,Region-04
FRD01468,CUST007150,2023-07-04,Suspicious Transfer,Mobile App,356.81,55.21,True,False,Region-09
FRD01469,CUST009821,2024-11-28,Unusual Transaction Pattern,Branch,679.9,427.71,False,True,Region-01
FRD01470,CUST007291,2024-03-30,ATM Fraud,Branch,300.26,132.47,True,False,Region-09
FRD01471,CUST010177,2023-07-07,Suspicious Transfer,Online Banking,321.47,40.9,True,False,Region-06
FRD01472,CUST018813,2023-05-07,Identity-related Anomaly,Branch,1034.8,79.24,True,False,Region-06
FRD01473,CUST008332,2024-01-02,Suspicious Transfer,ATM,1328.22,51.15,True,False,Region-06
FRD01474,CUST004240,2024-08-05,Card Fraud,Mobile App,884.19,74.52,True,False,Region-09
FRD01475,CUST009751,2024-04-13,Suspicious Transfer,Online Banking,447.75,54.18,True,False,Region-10
FRD01476,CUST018690,2024-11-12,Unusual Transaction Pattern,Card Network,915.63,12.83,True,False,Region-08
FRD01477,CUST014719,2024-04-19,Card Fraud,ATM,122.28,168.23,False,True,Region-07
FRD01478,CUST006296,2023-04-04,Unusual Transaction Pattern,Branch,960.29,44.55,True,False,Region-12
FRD01479,CUST010179,2023-05-15,Identity-related Anomaly,Branch,1020.8,45.9,True,False,Region-04
FRD01480,CUST017815,2023-06-27,Unusual Transaction Pattern,Mobile App,164.29,133.73,True,False,Region-06
FRD01481,CUST014295,2023-01-24,Card Fraud,Online Banking,353.62,60.89,True,False,Region-12
FRD01482,CUST001865,2024-03-23,Card Fraud,ATM,426.81,52.88,True,False,Region-01
FRD01483,CUST007185,2024-12-27,Suspicious Transfer,Online Banking,509.97,62.46,True,False,Region-11
FRD01484,CUST009037,2024-11-09,Account Takeover,Online Banking,342.45,88.92,True,False,Region-12
FRD01485,CUST014330,2024-07-30,Account Takeover,Mobile App,2119.56,42.15,True,False,Region-05
FRD01486,CUST004798,2023-09-20,Unusual Transaction Pattern,Card Network,1077.07,54.17,True,False,Region-04
FRD01487,CUST015921,2024-10-25,ATM Fraud,Online Banking,221.94,111.13,True,False,Region-04
FRD01488,CUST012329,2024-07-01,Suspicious Transfer,Mobile App,1106.87,135.67,True,False,Region-01
FRD01489,CUST015707,2024-07-29,Identity-related Anomaly,Mobile App,1926.67,1303.92,False,True,Region-02
FRD01490,CUST010496,2023-01-27,Card Fraud,Mobile App,295.47,1566.83,False,False,Region-06
FRD01491,CUST009789,2023-12-19,Identity-related Anomaly,Online Banking,452.86,224.93,False,True,Region-04
FRD01492,CUST009756,2024-06-22,Card Fraud,Mobile App,729.46,219.52,True,False,Region-03
FRD01493,CUST005111,2023-04-06,Identity-related Anomaly,Card Network,788.7,58.93,True,False,Region-04
FRD01494,CUST014204,2024-01-29,Card Fraud,Online Banking,822.12,73.74,True,False,Region-01
FRD01495,CUST019365,2023-09-28,ATM Fraud,Mobile App,1008.24,990.13,False,False,Region-07
FRD01496,CUST007658,2023-09-14,Card Fraud,Mobile App,751.4,64.89,True,False,Region-10
FRD01497,CUST011827,2024-02-18,Account Takeover,Mobile App,662.33,107.94,True,False,Region-01
FRD01498,CUST008135,2023-04-01,Card Fraud,Card Network,488.0,26.31,True,False,Region-07
FRD01499,CUST000839,2024-10-17,ATM Fraud,Online Banking,448.03,8.96,True,False,Region-02
FRD01500,CUST011162,2024-09-11,ATM Fraud,Card Network,1302.26,414.98,False,False,Region-09
FRD01501,CUST013654,2024-05-12,Suspicious Transfer,Branch,1986.35,14.82,True,False,Region-04
FRD01502,CUST016142,2023-05-28,Card Fraud,ATM,908.08,50.34,True,False,Region-11
FRD01503,CUST014485,2024-06-15,Account Takeover,Online Banking,1114.69,178.38,True,False,Region-11
FRD01504,CUST009656,2024-02-29,Card Fraud,Branch,1252.26,112.0,True,False,Region-10
FRD01505,CUST013184,2023-11-15,Account Takeover,Mobile App,1322.87,32.57,True,False,Region-05
FRD01506,CUST004538,2023-06-30,Suspicious Transfer,Mobile App,140.62,110.44,True,False,Region-04
FRD01507,CUST007932,2023-04-15,Suspicious Transfer,Online Banking,936.99,45.54,True,False,Region-11
FRD01508,CUST002312,2023-08-05,Suspicious Transfer,Branch,443.52,765.79,False,False,Region-12
FRD01509,CUST000745,2024-08-06,Unusual Transaction Pattern,Mobile App,1278.94,792.0,False,False,Region-05
FRD01510,CUST008383,2023-07-18,ATM Fraud,Mobile App,156.69,1909.23,False,False,Region-09
FRD01511,CUST003319,2024-02-20,Unusual Transaction Pattern,Branch,122.59,11.98,True,False,Region-01
FRD01512,CUST006592,2023-01-25,Card Fraud,Card Network,737.64,57.39,True,False,Region-08
FRD01513,CUST006668,2024-06-26,ATM Fraud,Online Banking,452.63,65.19,True,False,Region-09
FRD01514,CUST009730,2024-06-09,Suspicious Transfer,Card Network,402.16,17.3,True,False,Region-11
FRD01515,CUST008714,2024-12-01,Card Fraud,Mobile App,510.28,85.37,False,False,Region-10
FRD01516,CUST015076,2023-09-18,Suspicious Transfer,Online Banking,874.95,888.24,False,False,Region-06
FRD01517,CUST011720,2024-01-14,ATM Fraud,ATM,1464.34,43.94,True,False,Region-09
FRD01518,CUST008619,2023-04-12,Card Fraud,Mobile App,1555.49,28.9,True,False,Region-10
FRD01519,CUST019814,2023-07-06,Suspicious Transfer,Mobile App,687.63,146.14,True,False,Region-09
FRD01520,CUST016170,2023-08-30,Card Fraud,Card Network,1163.86,143.2,True,False,Region-04
FRD01521,CUST018353,2024-08-26,Suspicious Transfer,Branch,306.73,64.44,True,False,Region-11
FRD01522,CUST014870,2023-01-04,Account Takeover,Branch,371.59,7.52,True,False,Region-04
FRD01523,CUST015232,2023-02-14,Account Takeover,Branch,692.43,31.42,True,False,Region-12
FRD01524,CUST016978,2024-09-01,Identity-related Anomaly,Card Network,181.41,165.17,True,False,Region-12
FRD01525,CUST019009,2023-04-24,Card Fraud,ATM,919.58,168.27,True,False,Region-02
FRD01526,CUST014848,2024-04-22,Card Fraud,ATM,450.33,144.64,True,False,Region-04
FRD01527,CUST001011,2023-09-05,Card Fraud,Mobile App,258.83,29.78,True,False,Region-06
FRD01528,CUST015539,2023-04-15,Identity-related Anomaly,Branch,295.82,7.15,True,False,Region-05
FRD01529,CUST010964,2024-11-13,Card Fraud,Mobile App,106.48,945.04,False,True,Region-02
FRD01530,CUST001481,2024-11-05,Card Fraud,Mobile App,863.94,22.55,True,False,Region-07
FRD01531,CUST019683,2023-03-12,Suspicious Transfer,ATM,256.05,120.81,True,False,Region-09
FRD01532,CUST015086,2023-07-28,Card Fraud,Branch,721.45,22.64,True,False,Region-06
FRD01533,CUST017356,2023-06-21,Card Fraud,Mobile App,181.18,722.04,False,False,Region-02
FRD01534,CUST000169,2023-02-23,Card Fraud,Branch,243.81,89.9,True,False,Region-01
FRD01535,CUST011756,2024-05-13,Suspicious Transfer,Branch,730.35,40.02,True,False,Region-08
FRD01536,CUST000511,2024-10-03,Card Fraud,Mobile App,813.61,42.87,True,False,Region-04
FRD01537,CUST007441,2023-07-23,Identity-related Anomaly,Mobile App,998.53,265.86,True,False,Region-05
FRD01538,CUST011323,2023-10-25,Identity-related Anomaly,Mobile App,562.31,14.96,True,False,Region-11
FRD01539,CUST014154,2023-01-25,Suspicious Transfer,Card Network,277.73,597.46,False,True,Region-09
FRD01540,CUST003452,2024-07-05,Card Fraud,Branch,469.42,64.84,True,False,Region-04
FRD01541,CUST005344,2023-11-30,Account Takeover,Online Banking,427.41,60.89,True,False,Region-05
FRD01542,CUST000157,2024-02-03,Account Takeover,Mobile App,589.77,566.31,False,False,Region-11
FRD01543,CUST007520,2024-12-27,Card Fraud,ATM,1618.75,39.61,True,False,Region-03
FRD01544,CUST019969,2024-08-08,Card Fraud,Online Banking,440.29,61.51,True,False,Region-01
FRD01545,CUST013423,2024-11-10,Card Fraud,ATM,117.08,57.8,True,False,Region-03
FRD01546,CUST013689,2024-10-20,Identity-related Anomaly,Branch,2174.46,337.25,True,False,Region-06
FRD01547,CUST009245,2023-01-07,Card Fraud,Online Banking,334.22,1649.63,False,False,Region-01
FRD01548,CUST008353,2023-11-05,Card Fraud,Online Banking,350.17,3.35,True,False,Region-02
FRD01549,CUST002091,2023-09-14,Unusual Transaction Pattern,Branch,795.96,229.43,True,False,Region-07
FRD01550,CUST018395,2024-09-26,Suspicious Transfer,Branch,165.02,43.74,True,False,Region-01
FRD01551,CUST014383,2023-12-28,Card Fraud,Mobile App,1419.83,58.45,True,False,Region-05
FRD01552,CUST002172,2023-04-19,Unusual Transaction Pattern,Branch,786.94,582.62,False,True,Region-07
FRD01553,CUST010784,2023-12-17,Suspicious Transfer,Card Network,605.98,124.79,True,False,Region-05
FRD01554,CUST010538,2024-06-16,Suspicious Transfer,Online Banking,1093.85,14.51,True,False,Region-12
FRD01555,CUST006460,2024-10-28,Suspicious Transfer,Online Banking,1697.36,131.57,True,False,Region-04
FRD01556,CUST009456,2024-07-25,Card Fraud,Branch,510.09,122.32,True,False,Region-12
FRD01557,CUST006554,2024-06-16,Unusual Transaction Pattern,Branch,253.31,210.93,True,False,Region-04
FRD01558,CUST004577,2024-10-18,Account Takeover,Card Network,454.48,177.29,True,False,Region-04
FRD01559,CUST008967,2024-04-19,Suspicious Transfer,ATM,771.19,64.79,True,False,Region-08
