loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN007422,CUST009463,PRD11,Overdraft Facility,2021-12-17,12,0.2,620.63,349.82,0.0262,615.53,0.352,90+,True,Elevated,BR011,Region-08,CH01,5.68
LN007423,CUST009463,PRD07,Mortgage,2023-03-13,240,0.085,7184.42,3720.98,0.0846,4448.36,0.507,90+,True,Elevated,BR011,Region-08,CH01,190.8
LN007424,CUST009463,PRD08,Consumer Loan,2024-03-16,24,0.18,2407.08,947.22,0.0423,2050.73,0.274,Current,False,Elevated,BR011,Region-08,CH01,23.77
LN007425,CUST009464,PRD05,Personal Loan,2024-11-17,36,0.16,1774.84,1606.39,0.0251,1161.24,0.317,60-89,False,High,BR006,Region-05,CH07,9.24
LN007426,CUST009465,PRD07,Mortgage,2024-12-05,240,0.085,4753.13,3777.37,0.1595,2707.55,0.322,30-59,False,High,BR018,Region-07,CH12,139.06
LN007427,CUST009468,PRD05,Personal Loan,2023-02-20,36,0.16,3737.92,1896.36,0.0582,3539.79,0.387,Current,False,High,BR013,Region-12,CH12,79.73
LN007428,CUST009469,PRD11,Overdraft Facility,2018-11-14,12,0.2,1219.28,271.96,0.0206,746.19,0.396,Current,False,Moderate,BR015,Region-03,CH02,6.09
LN007429,CUST009470,PRD11,Overdraft Facility,2023-05-26,12,0.2,7132.91,4391.01,0.0243,4832.04,0.445,30-59,False,Moderate,BR002,Region-11,CH10,52.25
LN007430,CUST009470,PRD08,Consumer Loan,2024-12-29,24,0.18,11277.79,2583.04,0.0232,9084.55,0.627,Current,False,Moderate,BR002,Region-11,CH10,132.15
LN007431,CUST009471,PRD06,Auto Loan,2020-06-28,60,0.11,7106.26,6266.48,0.004,6756.56,0.567,Current,False,Low,BR009,Region-03,CH01,15.32
LN007432,CUST009473,PRD11,Overdraft Facility,2024-03-30,12,0.2,500.0,292.44,0.004,456.29,0.25,Current,False,Low,BR005,Region-06,CH03,0.46
LN007433,CUST009476,PRD11,Overdraft Facility,2024-11-09,12,0.2,36453.27,31197.78,0.0291,21113.61,0.689,Current,False,Elevated,BR008,Region-08,CH06,423.33
LN007434,CUST009478,PRD06,Auto Loan,2024-10-18,60,0.11,1280.27,688.25,0.004,851.33,0.365,Current,False,Low,BR011,Region-11,CH05,1.24
LN007435,CUST009481,PRD08,Consumer Loan,2022-02-23,24,0.18,5550.1,4461.46,0.004,5381.09,0.471,Current,False,Low,BR001,Region-04,CH11,10.14
LN007436,CUST009481,PRD06,Auto Loan,2022-07-02,60,0.11,1829.58,777.75,0.016,1495.94,0.462,Current,False,Low,BR001,Region-04,CH11,11.06
LN007437,CUST009483,PRD08,Consumer Loan,2023-10-22,24,0.18,6234.89,1324.66,0.004,4607.44,0.466,Current,False,Low,BR009,Region-01,CH03,8.59
LN007438,CUST009487,PRD07,Mortgage,2024-07-13,240,0.085,18462.61,4959.51,0.0378,10746.9,0.504,Current,False,Low,BR022,Region-09,CH02,204.74
LN007439,CUST009488,PRD08,Consumer Loan,2020-09-29,24,0.18,1543.82,1442.16,0.004,1447.27,0.502,Current,False,Low,BR002,Region-01,CH08,2.91
LN007440,CUST009489,PRD08,Consumer Loan,2023-11-06,24,0.18,596.04,429.23,0.0223,304.94,0.441,Current,False,Elevated,BR006,Region-09,CH07,3.0
LN007441,CUST009490,PRD11,Overdraft Facility,2024-01-14,12,0.2,13479.3,8074.57,0.0203,11045.29,0.53,Current,False,Moderate,BR023,Region-04,CH07,118.84
LN007442,CUST009491,PRD08,Consumer Loan,2021-10-14,24,0.18,500.0,466.09,0.0065,361.53,0.384,Current,False,Low,BR017,Region-08,CH07,0.9
LN007443,CUST009492,PRD07,Mortgage,2022-02-26,240,0.085,17242.78,10166.31,0.0231,17227.83,0.453,Current,False,Low,BR008,Region-08,CH09,180.28
LN007444,CUST009492,PRD08,Consumer Loan,2021-05-20,24,0.18,5085.34,2422.96,0.023,2913.16,0.507,90+,True,Low,BR008,Region-08,CH09,33.97
LN007445,CUST009493,PRD08,Consumer Loan,2024-08-10,24,0.18,2710.85,659.74,0.0231,1676.99,0.56,Current,False,High,BR023,Region-04,CH10,21.69
LN007446,CUST009494,PRD06,Auto Loan,2024-06-14,60,0.11,3654.46,2352.92,0.0257,2672.46,0.378,Current,False,Moderate,BR014,Region-02,CH06,25.96
LN007447,CUST009495,PRD05,Personal Loan,2023-09-04,36,0.16,7703.39,5823.08,0.0186,4432.13,0.392,Current,False,Low,BR023,Region-02,CH08,32.32
LN007448,CUST009495,PRD06,Auto Loan,2024-02-23,60,0.11,6755.64,5963.17,0.0094,3526.21,0.408,Current,False,Low,BR023,Region-02,CH08,13.52
LN007449,CUST009495,PRD11,Overdraft Facility,2024-07-29,12,0.2,13547.55,11588.79,0.0138,13425.19,0.411,Current,False,Low,BR023,Region-02,CH08,76.14
LN007450,CUST009495,PRD08,Consumer Loan,2024-03-16,24,0.18,7922.19,6872.38,0.004,6293.75,0.577,Current,False,Low,BR023,Region-02,CH08,14.53
LN007451,CUST009498,PRD11,Overdraft Facility,2024-03-25,12,0.2,15327.56,6415.46,0.0293,8198.45,0.459,Current,False,Low,BR010,Region-01,CH03,110.26
LN007452,CUST009500,PRD08,Consumer Loan,2021-09-22,24,0.18,830.97,293.07,0.004,740.28,0.217,Current,False,Moderate,BR006,Region-03,CH07,0.64
LN007453,CUST009501,PRD11,Overdraft Facility,2021-07-26,12,0.2,8260.07,1816.55,0.0174,5054.18,0.53,60-89,False,Moderate,BR006,Region-10,CH04,46.61
LN007454,CUST009502,PRD07,Mortgage,2021-08-26,240,0.085,16694.11,7076.84,0.1078,14452.79,0.525,30-59,False,Elevated,BR003,Region-09,CH05,817.96
LN007455,CUST009502,PRD08,Consumer Loan,2022-12-26,24,0.18,4628.28,4352.71,0.0287,4086.66,0.555,Current,False,Elevated,BR003,Region-09,CH05,65.09
LN007456,CUST009502,PRD05,Personal Loan,2019-10-09,36,0.16,6141.73,4366.36,0.0354,3495.39,0.264,Current,False,Elevated,BR003,Region-09,CH05,32.67
LN007457,CUST009503,PRD08,Consumer Loan,2021-03-30,24,0.18,11956.54,5996.61,0.0527,11208.23,0.428,90+,True,Elevated,BR011,Region-09,CH09,252.81
LN007458,CUST009506,PRD08,Consumer Loan,2022-10-06,24,0.18,6748.46,1483.99,0.0273,3531.83,0.537,Current,False,Elevated,BR012,Region-09,CH10,51.78
LN007459,CUST009506,PRD07,Mortgage,2023-11-09,240,0.085,20303.51,11265.0,0.0555,15153.45,0.445,Current,False,Elevated,BR012,Region-09,CH10,374.25
LN007460,CUST009507,PRD06,Auto Loan,2022-10-07,60,0.11,2810.95,2576.44,0.0398,2737.29,0.411,60-89,False,High,BR015,Region-10,CH07,44.78
LN007461,CUST009507,PRD11,Overdraft Facility,2024-02-26,12,0.2,1179.26,353.3,0.0171,877.24,0.52,Current,False,High,BR015,Region-10,CH07,7.8
LN007462,CUST009508,PRD06,Auto Loan,2024-08-07,60,0.11,5094.14,4269.63,0.0222,3011.83,0.306,Current,False,Low,BR003,Region-07,CH02,20.46
LN007463,CUST009510,PRD06,Auto Loan,2023-04-03,60,0.11,11089.56,3553.25,0.0358,6477.05,0.534,Current,False,Elevated,BR023,Region-06,CH10,123.82
LN007464,CUST009510,PRD08,Consumer Loan,2020-10-14,24,0.18,12839.34,3726.31,0.0342,11985.0,0.367,Current,False,Elevated,BR023,Region-06,CH10,150.43
LN007465,CUST009511,PRD05,Personal Loan,2024-06-09,36,0.16,3110.4,1335.15,0.0193,1635.3,0.484,60-89,False,Elevated,BR003,Region-12,CH10,15.28
LN007466,CUST009511,PRD11,Overdraft Facility,2024-11-15,12,0.2,4736.05,3560.1,0.0484,4567.63,0.326,Current,False,Elevated,BR003,Region-12,CH10,72.07
LN007467,CUST009512,PRD08,Consumer Loan,2023-10-08,24,0.18,20552.88,11071.59,0.0194,19808.11,0.629,Current,False,Elevated,BR024,Region-09,CH06,241.71
LN007468,CUST009517,PRD06,Auto Loan,2022-11-26,60,0.11,500.0,309.24,0.004,430.81,0.407,Current,False,Moderate,BR022,Region-07,CH02,0.7
LN007469,CUST009519,PRD07,Mortgage,2022-10-30,240,0.085,3665.1,1768.86,0.035,1978.52,0.531,Current,False,Moderate,BR018,Region-05,CH10,36.77
LN007470,CUST009521,PRD11,Overdraft Facility,2024-08-24,12,0.2,1796.99,423.77,0.0269,1377.16,0.537,Current,False,Moderate,BR008,Region-05,CH04,19.89
LN007471,CUST009524,PRD05,Personal Loan,2022-05-25,36,0.16,500.0,319.27,0.0239,264.7,0.481,Current,False,Moderate,BR008,Region-10,CH09,3.04
LN007472,CUST009527,PRD05,Personal Loan,2021-01-26,36,0.16,6270.15,1364.91,0.0156,3927.46,0.53,Current,False,Low,BR021,Region-07,CH01,32.47
LN007473,CUST009527,PRD06,Auto Loan,2024-05-16,60,0.11,2583.51,645.02,0.0139,1575.85,0.506,Current,False,Low,BR021,Region-07,CH01,11.08
LN007474,CUST009527,PRD07,Mortgage,2018-07-25,240,0.085,19879.7,12399.83,0.0317,16794.89,0.424,90+,True,Low,BR021,Region-07,CH01,225.74
LN007475,CUST009530,PRD06,Auto Loan,2020-05-23,60,0.11,6284.74,3111.98,0.0379,5120.85,0.419,Current,False,Elevated,BR020,Region-10,CH09,81.32
LN007476,CUST009532,PRD08,Consumer Loan,2022-09-17,24,0.18,1405.08,1118.22,0.004,710.24,0.413,Current,False,Low,BR025,Region-04,CH01,1.17
LN007477,CUST009533,PRD06,Auto Loan,2024-02-02,60,0.11,1149.54,828.89,0.004,1097.03,0.273,Current,False,Moderate,BR024,Region-08,CH10,1.2
LN007478,CUST009535,PRD08,Consumer Loan,2024-08-14,24,0.18,12694.39,6752.38,0.004,7206.37,0.508,Current,False,Low,BR012,Region-04,CH02,14.64
LN007479,CUST009535,PRD06,Auto Loan,2024-03-21,60,0.11,5683.45,3619.07,0.004,4505.52,0.424,Current,False,Low,BR012,Region-04,CH02,7.64
LN007480,CUST009536,PRD06,Auto Loan,2021-04-10,60,0.11,1573.79,1380.85,0.0335,1307.08,0.362,Current,False,Low,BR010,Region-06,CH03,15.85
LN007481,CUST009536,PRD11,Overdraft Facility,2022-07-04,12,0.2,1195.15,1013.16,0.004,1008.62,0.407,Current,False,Low,BR010,Region-06,CH03,1.64
LN007482,CUST009537,PRD06,Auto Loan,2022-07-23,60,0.11,1175.48,946.68,0.0132,1164.86,0.291,Current,False,Low,BR020,Region-03,CH05,4.47
LN007483,CUST009537,PRD07,Mortgage,2022-10-16,240,0.085,4522.94,2884.98,0.0277,4277.68,0.454,Current,False,Low,BR020,Region-03,CH05,53.8
LN007484,CUST009538,PRD06,Auto Loan,2022-07-02,60,0.11,8515.24,7784.55,0.0113,7951.84,0.537,Current,False,Elevated,BR023,Region-10,CH04,48.25
LN007485,CUST009538,PRD05,Personal Loan,2023-08-22,36,0.16,3955.02,3542.59,0.0101,3789.58,0.373,Current,False,Elevated,BR023,Region-10,CH04,14.28
LN007486,CUST009540,PRD11,Overdraft Facility,2023-05-16,12,0.2,9811.86,8017.81,0.004,9375.54,0.302,Current,False,Moderate,BR013,Region-04,CH12,11.33
LN007487,CUST009541,PRD08,Consumer Loan,2024-12-12,24,0.18,1377.81,1208.26,0.004,1149.93,0.491,Current,False,Low,BR024,Region-11,CH11,2.26
LN007488,CUST009542,PRD06,Auto Loan,2020-08-19,60,0.11,4062.32,2171.59,0.0271,3178.75,0.456,Current,False,Low,BR006,Region-03,CH06,39.28
LN007489,CUST009542,PRD07,Mortgage,2021-05-18,240,0.085,16868.3,8293.51,0.0168,16133.82,0.661,Current,False,Low,BR006,Region-03,CH06,179.16
LN007490,CUST009543,PRD11,Overdraft Facility,2024-09-25,12,0.2,5205.19,4322.98,0.0145,3909.79,0.344,Current,False,Low,BR019,Region-02,CH06,19.5
LN007491,CUST009544,PRD05,Personal Loan,2021-06-29,36,0.16,7185.62,5376.13,0.0073,4834.52,0.344,Current,False,Low,BR021,Region-04,CH06,12.14
LN007492,CUST009545,PRD11,Overdraft Facility,2022-09-03,12,0.2,6199.64,2028.51,0.0119,5596.23,0.477,Current,False,Elevated,BR007,Region-04,CH01,31.77
LN007493,CUST009545,PRD05,Personal Loan,2023-06-26,36,0.16,21261.68,4399.33,0.0124,16419.22,0.44,Current,False,Elevated,BR007,Region-04,CH01,89.58
LN007494,CUST009547,PRD11,Overdraft Facility,2024-08-31,12,0.2,6843.64,1937.86,0.0674,3778.52,0.469,Current,False,High,BR015,Region-01,CH10,119.44
LN007495,CUST009550,PRD06,Auto Loan,2024-07-18,60,0.11,6506.29,2881.05,0.0265,3415.82,0.437,30-59,False,Elevated,BR025,Region-12,CH03,39.56
LN007496,CUST009550,PRD11,Overdraft Facility,2024-11-20,12,0.2,3958.81,2714.57,0.0136,1987.13,0.494,Current,False,Elevated,BR025,Region-12,CH03,13.35
LN007497,CUST009551,PRD05,Personal Loan,2024-05-06,36,0.16,1741.76,584.29,0.0135,1415.33,0.501,Current,False,Moderate,BR014,Region-09,CH08,9.57
LN007498,CUST009553,PRD06,Auto Loan,2024-07-15,60,0.11,1736.19,1235.06,0.014,1612.23,0.494,Current,False,Low,BR020,Region-04,CH09,11.15
LN007499,CUST009553,PRD08,Consumer Loan,2021-11-24,24,0.18,11582.12,9282.87,0.0136,8333.18,0.436,60-89,False,Low,BR020,Region-04,CH09,49.41
LN007500,CUST009554,PRD07,Mortgage,2021-02-12,240,0.085,13756.94,5856.61,0.0226,12303.06,0.478,Current,False,Low,BR013,Region-08,CH08,132.91
LN007501,CUST009554,PRD11,Overdraft Facility,2019-08-04,12,0.2,4417.71,4109.71,0.0134,3269.87,0.588,60-89,False,Low,BR013,Region-08,CH08,25.76
LN007502,CUST009554,PRD05,Personal Loan,2024-07-13,36,0.16,2260.13,1938.89,0.0046,1699.64,0.432,Current,False,Low,BR013,Region-08,CH08,3.38
LN007503,CUST009557,PRD07,Mortgage,2022-01-28,240,0.085,3778.27,1919.3,0.0967,3403.21,0.458,Current,False,Elevated,BR019,Region-12,CH09,150.72
LN007504,CUST009561,PRD08,Consumer Loan,2022-03-11,24,0.18,2149.23,982.2,0.0058,1175.26,0.282,Current,False,Low,BR024,Region-07,CH05,1.92
LN007505,CUST009562,PRD05,Personal Loan,2021-10-09,36,0.16,1744.44,1273.73,0.0285,1380.71,0.196,Current,False,Moderate,BR023,Region-12,CH03,7.71
LN007506,CUST009562,PRD06,Auto Loan,2021-06-23,60,0.11,500.0,349.46,0.0103,453.37,0.489,Current,False,Moderate,BR023,Region-12,CH03,2.28
LN007507,CUST009565,PRD05,Personal Loan,2018-07-20,36,0.16,4352.91,2848.27,0.0315,3624.43,0.453,Current,False,Low,BR006,Region-07,CH03,51.72
LN007508,CUST009565,PRD08,Consumer Loan,2016-11-10,24,0.18,6641.59,2881.41,0.0144,6396.33,0.355,Current,False,Low,BR006,Region-07,CH03,32.7
LN007509,CUST009566,PRD05,Personal Loan,2017-06-02,36,0.16,8684.92,3999.56,0.019,7629.7,0.455,Current,False,Low,BR001,Region-11,CH03,65.96
LN007510,CUST009566,PRD07,Mortgage,2023-03-10,240,0.085,24254.13,5872.32,0.0183,24227.91,0.285,Current,False,Low,BR001,Region-11,CH03,126.36
LN007511,CUST009567,PRD05,Personal Loan,2021-05-16,36,0.16,3607.67,1978.07,0.0266,1874.85,0.67,Current,False,Elevated,BR009,Region-03,CH11,33.41
LN007512,CUST009574,PRD06,Auto Loan,2024-06-30,60,0.11,3930.4,2961.26,0.004,2161.61,0.416,Current,False,Low,BR003,Region-07,CH07,3.6
LN007513,CUST009574,PRD11,Overdraft Facility,2024-08-04,12,0.2,6241.88,2485.51,0.004,4591.18,0.365,Current,False,Low,BR003,Region-07,CH07,6.7
LN007514,CUST009574,PRD07,Mortgage,2024-07-05,240,0.085,12468.36,11542.18,0.0152,11081.05,0.594,Current,False,Low,BR003,Region-07,CH07,100.05
LN007515,CUST009576,PRD07,Mortgage,2024-03-23,240,0.085,40401.41,37588.54,0.0344,32916.74,0.328,Current,False,Low,BR008,Region-12,CH11,371.41
LN007516,CUST009579,PRD05,Personal Loan,2023-09-25,36,0.16,1958.92,619.05,0.004,1405.96,0.471,Current,False,Moderate,BR019,Region-02,CH03,2.65
LN007517,CUST009582,PRD07,Mortgage,2024-03-14,240,0.085,3896.65,3133.87,0.2191,2111.01,0.534,30-59,False,Critical,BR017,Region-06,CH07,246.99
LN007518,CUST009583,PRD06,Auto Loan,2022-06-07,60,0.11,3696.14,1163.98,0.0306,3027.33,0.328,Current,False,Moderate,BR007,Region-12,CH10,30.38
LN007519,CUST009588,PRD08,Consumer Loan,2023-11-07,24,0.18,3680.94,812.58,0.0089,2786.1,0.416,Current,False,Low,BR022,Region-03,CH12,10.32
LN007520,CUST009590,PRD05,Personal Loan,2023-09-27,36,0.16,1358.24,1027.9,0.0438,1278.25,0.305,Current,False,Elevated,BR012,Region-12,CH10,17.08
LN007521,CUST009591,PRD05,Personal Loan,2018-02-06,36,0.16,500.0,154.49,0.004,490.22,0.462,Current,False,High,BR020,Region-11,CH09,0.91
LN007522,CUST009591,PRD11,Overdraft Facility,2022-02-15,12,0.2,794.24,174.11,0.021,668.87,0.37,Current,False,High,BR020,Region-11,CH09,5.2
LN007523,CUST009592,PRD11,Overdraft Facility,2024-11-07,12,0.2,6276.74,1945.75,0.0118,3352.77,0.477,Current,False,Low,BR012,Region-04,CH07,18.87
LN007524,CUST009594,PRD05,Personal Loan,2021-11-16,36,0.16,2768.79,1971.45,0.0215,2176.58,0.615,Current,False,Low,BR022,Region-06,CH03,28.78
LN007525,CUST009594,PRD07,Mortgage,2020-06-20,240,0.085,11204.8,9258.86,0.0463,7328.78,0.347,Current,False,Low,BR022,Region-06,CH03,117.74
LN007526,CUST009595,PRD07,Mortgage,2024-04-26,240,0.085,54235.81,43078.24,0.063,50724.94,0.303,Current,False,Elevated,BR022,Region-08,CH10,968.29
LN007527,CUST009596,PRD05,Personal Loan,2022-10-03,36,0.16,13100.29,11206.5,0.05,7817.12,0.429,Current,False,High,BR018,Region-04,CH05,167.68
LN007528,CUST009596,PRD06,Auto Loan,2022-11-13,60,0.11,19975.04,12201.28,0.066,13801.49,0.331,Current,False,High,BR018,Region-04,CH05,301.51
LN007529,CUST009596,PRD11,Overdraft Facility,2023-03-01,12,0.2,9183.61,7290.65,0.0433,8542.23,0.439,Current,False,High,BR018,Region-04,CH05,162.38
LN007530,CUST009597,PRD07,Mortgage,2021-02-28,240,0.085,11767.54,10359.01,0.0419,8392.31,0.352,Current,False,Low,BR024,Region-10,CH11,123.78
LN007531,CUST009600,PRD07,Mortgage,2022-12-17,240,0.085,20657.02,13792.66,0.0346,13197.6,0.468,Current,False,Low,BR014,Region-03,CH12,213.71
LN007532,CUST009602,PRD05,Personal Loan,2024-05-04,36,0.16,1013.95,729.23,0.0262,627.01,0.282,Current,False,High,BR002,Region-06,CH07,4.63
LN007533,CUST009602,PRD06,Auto Loan,2023-05-21,60,0.11,614.19,398.26,0.017,520.79,0.277,Current,False,High,BR002,Region-06,CH07,2.45
LN007534,CUST009603,PRD06,Auto Loan,2023-02-11,60,0.11,500.0,269.96,0.004,416.77,0.438,Current,False,Low,BR006,Region-08,CH02,0.73
LN007535,CUST009604,PRD08,Consumer Loan,2023-12-13,24,0.18,1198.03,562.19,0.004,1051.8,0.371,Current,False,Moderate,BR002,Region-07,CH10,1.56
LN007536,CUST009606,PRD06,Auto Loan,2024-04-05,60,0.11,1392.49,296.82,0.0279,849.67,0.443,Current,False,Moderate,BR020,Region-04,CH02,10.5
LN007537,CUST009608,PRD06,Auto Loan,2022-07-02,60,0.11,2454.27,687.92,0.0371,1976.63,0.474,Current,False,Elevated,BR014,Region-03,CH05,34.76
LN007538,CUST009609,PRD11,Overdraft Facility,2022-04-21,12,0.2,1121.76,674.74,0.0192,734.43,0.526,60-89,False,Elevated,BR017,Region-05,CH12,7.42
LN007539,CUST009609,PRD07,Mortgage,2024-08-19,240,0.085,11372.1,7057.43,0.0637,8077.86,0.289,90+,True,Elevated,BR017,Region-05,CH12,148.71
LN007540,CUST009609,PRD08,Consumer Loan,2021-12-09,24,0.18,2309.91,1469.36,0.0119,1892.93,0.449,Current,False,Elevated,BR017,Region-05,CH12,10.11
LN007541,CUST009611,PRD11,Overdraft Facility,2021-11-24,12,0.2,2248.32,1047.51,0.0172,1527.08,0.53,Current,False,Low,BR013,Region-06,CH08,13.92
LN007542,CUST009612,PRD11,Overdraft Facility,2023-03-30,12,0.2,18372.73,17333.76,0.004,17732.38,0.514,Current,False,Low,BR012,Region-03,CH02,36.46
LN007543,CUST009612,PRD08,Consumer Loan,2024-01-13,24,0.18,21035.0,18535.59,0.0077,19957.69,0.403,Current,False,Low,BR012,Region-03,CH02,61.93
LN007544,CUST009613,PRD06,Auto Loan,2017-04-19,60,0.11,15665.43,4277.44,0.0096,14781.34,0.493,Current,False,Low,BR023,Region-11,CH01,69.96
LN007545,CUST009615,PRD06,Auto Loan,2017-07-18,60,0.11,5276.14,2420.59,0.0204,3033.67,0.403,Current,False,Moderate,BR004,Region-12,CH10,24.94
LN007546,CUST009616,PRD05,Personal Loan,2024-04-02,36,0.16,670.76,526.78,0.004,600.65,0.434,Current,False,Low,BR018,Region-05,CH08,1.04
LN007547,CUST009619,PRD11,Overdraft Facility,2024-05-17,12,0.2,12279.39,6059.17,0.0326,11171.55,0.473,Current,False,Low,BR015,Region-08,CH05,172.26
LN007548,CUST009619,PRD07,Mortgage,2023-12-22,240,0.085,81532.97,35918.48,0.0147,51744.64,0.379,Current,False,Low,BR015,Region-08,CH05,288.28
LN007549,CUST009621,PRD07,Mortgage,2021-02-08,240,0.085,9387.47,4315.04,0.081,8449.22,0.443,Current,False,Moderate,BR019,Region-11,CH01,303.18
LN007550,CUST009623,PRD05,Personal Loan,2023-03-19,36,0.16,1040.95,693.47,0.0291,525.23,0.632,Current,False,Moderate,BR012,Region-07,CH02,9.66
LN007551,CUST009623,PRD11,Overdraft Facility,2024-04-07,12,0.2,500.0,202.68,0.004,428.11,0.517,Current,False,Moderate,BR012,Region-07,CH02,0.89
LN007552,CUST009623,PRD07,Mortgage,2024-07-28,240,0.085,3407.45,3052.64,0.0553,2766.85,0.21,30-59,False,Moderate,BR012,Region-07,CH02,32.13
LN007553,CUST009623,PRD08,Consumer Loan,2024-09-28,24,0.18,1472.35,1163.31,0.0218,859.36,0.496,Current,False,Moderate,BR012,Region-07,CH02,9.29
LN007554,CUST009624,PRD06,Auto Loan,2024-06-24,60,0.11,7250.87,6014.01,0.0106,4423.88,0.44,Current,False,Elevated,BR018,Region-05,CH01,20.63
LN007555,CUST009624,PRD08,Consumer Loan,2024-02-10,24,0.18,8269.5,2364.63,0.0212,4833.69,0.575,Current,False,Elevated,BR018,Region-05,CH01,58.92
LN007556,CUST009626,PRD05,Personal Loan,2022-11-05,36,0.16,1154.83,1073.31,0.0082,804.88,0.463,Current,False,Low,BR024,Region-01,CH07,3.06
LN007557,CUST009631,PRD05,Personal Loan,2023-11-25,36,0.16,500.0,467.69,0.0138,468.31,0.489,Current,False,Low,BR008,Region-04,CH10,3.16
LN007558,CUST009631,PRD08,Consumer Loan,2023-02-06,24,0.18,565.75,392.41,0.004,302.33,0.285,Current,False,Low,BR008,Region-04,CH10,0.34
LN007559,CUST009635,PRD08,Consumer Loan,2022-08-06,24,0.18,2131.53,1877.0,0.0172,1343.11,0.498,Current,False,Low,BR016,Region-10,CH05,11.5
LN007560,CUST009637,PRD06,Auto Loan,2024-11-03,60,0.11,4665.53,2102.65,0.0629,3778.69,0.337,Current,False,Critical,BR024,Region-03,CH12,80.1
LN007561,CUST009639,PRD06,Auto Loan,2023-08-22,60,0.11,7989.53,2602.16,0.0052,5771.25,0.338,Current,False,Low,BR004,Region-01,CH03,10.14
LN007562,CUST009641,PRD11,Overdraft Facility,2024-10-19,12,0.2,1068.65,287.39,0.0136,574.64,0.455,Current,False,Elevated,BR010,Region-08,CH02,3.56
LN007563,CUST009644,PRD11,Overdraft Facility,2018-12-03,12,0.2,1168.42,683.12,0.004,939.22,0.38,Current,False,Moderate,BR025,Region-07,CH11,1.43
LN007564,CUST009645,PRD11,Overdraft Facility,2024-05-30,12,0.2,1016.94,291.02,0.0212,728.76,0.482,Current,False,Elevated,BR003,Region-12,CH05,7.45
LN007565,CUST009646,PRD06,Auto Loan,2024-09-16,60,0.11,1731.68,1502.74,0.0064,1135.02,0.636,Current,False,High,BR003,Region-06,CH02,4.62
LN007566,CUST009647,PRD05,Personal Loan,2023-01-22,36,0.16,1601.94,1147.36,0.004,1237.5,0.339,Current,False,Moderate,BR010,Region-04,CH03,1.68
LN007567,CUST009647,PRD08,Consumer Loan,2023-11-18,24,0.18,3768.29,1716.66,0.0151,3096.9,0.558,Current,False,Moderate,BR010,Region-04,CH03,26.09
LN007568,CUST009648,PRD11,Overdraft Facility,2023-10-13,12,0.2,3511.55,821.26,0.0103,3114.28,0.372,Current,False,Low,BR022,Region-10,CH10,11.93
LN007569,CUST009648,PRD08,Consumer Loan,2023-05-04,24,0.18,8339.59,2702.48,0.004,5273.62,0.637,Current,False,Low,BR022,Region-10,CH10,13.44
LN007570,CUST009651,PRD06,Auto Loan,2024-10-24,60,0.11,1095.04,344.22,0.0309,874.74,0.35,Current,False,Critical,BR007,Region-05,CH02,9.46
LN007571,CUST009651,PRD11,Overdraft Facility,2024-10-17,12,0.2,1598.83,1489.86,0.065,1142.1,0.429,Current,False,Critical,BR007,Region-05,CH02,31.85
LN007572,CUST009651,PRD07,Mortgage,2024-12-23,240,0.085,6075.48,3624.16,0.278,3283.34,0.517,90+,True,Critical,BR007,Region-05,CH02,471.9
LN007573,CUST009652,PRD05,Personal Loan,2024-07-12,36,0.16,8120.28,1639.96,0.0514,6337.27,0.415,Current,False,High,BR009,Region-01,CH11,135.18
LN007574,CUST009653,PRD06,Auto Loan,2024-12-07,60,0.11,1030.55,282.67,0.026,608.46,0.529,Current,False,Moderate,BR007,Region-12,CH03,8.37
LN007575,CUST009655,PRD07,Mortgage,2019-06-05,240,0.085,43868.45,10467.52,0.0351,34486.9,0.658,Current,False,Moderate,BR024,Region-07,CH09,796.5
LN007576,CUST009655,PRD11,Overdraft Facility,2023-04-04,12,0.2,10490.51,5628.86,0.004,7782.97,0.54,Current,False,Moderate,BR024,Region-07,CH09,16.81
LN007577,CUST009656,PRD07,Mortgage,2022-12-18,240,0.085,9328.08,2292.62,0.0672,5390.17,0.373,Current,False,Moderate,BR016,Region-10,CH11,135.11
